LTI,Observation.related.to,Type.of.Activity,Observation.Category,Reason.for.Deviation,Day,Month,Primary.Cause,Working.Condition,Machine.Condition,Observation.Type,Safety.Standards,Incident.Type,SOP.Combined,Topic,Injury_risk,Injury Type
Engineering & Project,Contractor,Maintenance,Not Understood,Procedure Not Adequate,Tue,May,Process Incidents,Single Working,M/C Idle,Unsafe Act by Other,Others,Behaviour,SAF,Topic 6,Medium,First Aid
Steel Manufacturing,Employee,Operations,Material Handling,Procedure Not Followed,Mon,May,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Excavation,Behaviour,SANF,Topic 3,Low,First Aid
Engineering & Project,Employee,Operations,Barricading,Procedure Not Followed,Mon,May,Road Incident,Group Working,Not Applicable,Unsafe Act,Workplace Safety,Behaviour,SAF,Topic 9,High,First Aid
Raw Materials,Employee,Others,Not Understood,Procedure Not Followed,Fri,June,Dashing/Collision,Single Working,Not Applicable,Unsafe Act by Other,Orderliness,Behaviour,SNNR,Topic 8,Medium,Medical case
Shared Services,Employee,Maintenance,Electrical Safety,Procedure Not Followed,Thu,June,Road Incident,Single Working,M/C Idle,Unsafe Act,Tools & Equipment,Behaviour,SIF,Topic 3,High,First Aid
Engineering & Project,Contractor,Construction,Workplace Safety,Procedure Not Followed,Wed,June,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act & Unsafe Condition,Workplace Safety,Behaviour,SINF,Topic 1,Low,First Aid
Engineering & Project,Contractor,Others,Workplace Safety,Procedure Not Followed,Sat,July,Material Handling,Single Working,M/C Idle,Unsafe Act,Workplace Safety,Behaviour,SANF,Topic 6,High,First Aid
Steel Manufacturing,Employee,Others,Electrical Safety,Procedure Not Followed,Thu,July,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Condition,PPE,Behaviour,SANF,Topic 3,Low,First Aid
Shared Services,Employee,Maintenance,Road Safety,Procedure Not Followed,Mon,July,Structural Integrity,Single Working,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Shared Services,Contractor,Others,Environment,Procedure Not Followed,Wed,July,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Workplace Safety,Process,SINF,Topic 7,Low,First Aid
Engineering & Project,Contractor,Others,Others,Procedure Not Adequate,Mon,July,Process Incidents,Group Working,Not Applicable,Unsafe Act,Tools & Equipment,Behaviour,SIF,Topic 1,Medium,First Aid
Shared Services,Employee,Transportation,Road Safety,Procedure Not Adequate,Fri,August,Material Handling,Single Working,M/C Idle,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 5,Low,First Aid
Engineering & Project,Contractor,Maintenance,Not Understood,Procedure Not Adequate,Sat,August,Material Handling,Group Working,Not Applicable,Unsafe Act,Others,Behaviour,SINF,Topic 6,High,Medical case
Orissa Projects,Contractor,Others,Workplace Safety,Procedure Not Followed,Thu,August,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Workplace Safety,Process,SNR,Topic 6,Medium,First Aid
Shared Services,Employee,Maintenance,Electrical Safety,Procedure Not Adequate,Thu,August,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SNNR,Topic 3,High,First Aid
Shared Services,Employee,Maintenance,Confine Space,Procedure Not Existing,Tue,August,Material Handling,Single Working,M/C Working,Unsafe Act,Others,Process,SAF,Topic 7,High,First Aid
Shared Services,Employee,Others,Others,Procedure Not Followed,Sat,August,Road Incident,Single Working,M/C Idle,Unsafe Condition,Others,Behaviour,SNNR,Topic 2,Low,First Aid
Engineering & Project,Employee,Others,Not Understood,Procedure Not Followed,Fri,August,Process Incidents,Not Applicable,Not Applicable,Unsafe Act,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Employee,Others,Not Followed,Procedure Not Adequate,Sat,September,Medical Ailment,Group Working,M/C Idle,Unsafe Condition,Workplace Safety,Behaviour,SINF,Topic 4,Low,First Aid
Engineering & Project,Employee,Others,Not Understood,Procedure Not Followed,Tue,September,Material Handling,Not Applicable,Not Applicable,Unsafe Act,Others,Behaviour,SNNR,Topic 9,Low,Medical case
Shared Services,Employee,Maintenance,Process Safety,Procedure Not Followed,Mon,September,Process Incidents,Group Working,M/C Idle,Unsafe Act by Other,PPE,Behaviour,SANF,Topic 9,Low,First Aid
Shared Services,Employee,Maintenance,Barricading,Procedure Not Followed,Fri,September,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Orderliness,Behaviour,SANF,Topic 3,Low,Medical case
Orissa Projects,Contractor,Others,Barricading,Procedure Not Followed,Wed,September,Road Incident,Group Working,M/C Working,Unsafe Act,Excavation,Behaviour,SNNR,Topic 1,Low,Medical case
Shared Services,Employee,Maintenance,Not Maintained,Procedure Not Followed,Mon,September,Road Incident,Single Working,Not Applicable,Unsafe Act,Fire Safety,Behaviour,SNR,Topic 3,High,First Aid
Shared Services,Employee,Others,Not Followed,Procedure Not Followed,Tue,September,Material Handling,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Others,Behaviour,SNNR,Topic 4,Low,First Aid
Shared Services,Employee,Maintenance,Process Safety,Procedure Not Followed,Tue,October,Process Incidents,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Contractor,Construction,Fire Safety,Procedure Not Followed,Mon,October,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SANF,Topic 1,Low,LTI
Steel Manufacturing,Employee,Others,Not Followed,Procedure Not Followed,Fri,November,Hydraulic/Pneumatic,Not Applicable,Not Applicable,Unsafe Condition,Barricading,Behaviour,SNNR,Topic 3,Low,Medical case
Shared Services,Employee,Maintenance,Barricading,Procedure Not Followed,Thu,November,Run Over,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Steel Manufacturing,Employee,Others,Not Followed,Procedure Not Followed,Thu,November,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Tools & Equipment,Behaviour,SIF,Topic 3,Low,Medical case
Engineering & Project,Employee,Others,Orderliness,Procedure Not Followed,Mon,December,Dashing/Collision,Single Working,M/C Working,Unsafe Act,Confine Space,Behaviour,SNNR,Topic 3,High,First Aid
Shared Services,Contractor,Others,Not Maintained,Procedure Not Followed,Tue,December,Dashing/Collision,Group Working,M/C Idle,Unsafe Act,"Others,Process Safety",Process,SIF,Topic 6,Low,First Aid
Steel Manufacturing,Employee,Operations,Not Maintained,Procedure Not Followed,Mon,December,Material Handling,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Orderliness,Behaviour,SANF,Topic 2,Low,First Aid
Steel Manufacturing,Employee,Operations,Orderliness,Procedure Not Followed,Sat,December,Dashing/Collision,Single Working,M/C Working,Unsafe Act by Other,Fire Safety,Behaviour,SNNR,Topic 3,Medium,First Aid
Raw Materials,Employee,Others,Mines Safety,Procedure Not Adequate,Sun,January,Dashing/Collision,Single Working,Not Applicable,Unsafe Act,Electrical Safety,Behaviour,SANF,Topic 7,Low,First Aid
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Adequate,Fri,January,Material Handling,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Barricading,Behaviour,SIF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Mines Safety,Procedure Not Adequate,Thu,January,Road Incident,Group Working,M/C Idle,Unsafe Act,Orderliness,Behaviour,SIF,Topic 4,Low,First Aid
Raw Materials,Employee,Operations,Electrical Safety,Procedure Not Adequate,Wed,January,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Orderliness,Behaviour,SIF,Topic 7,Low,First Aid
Raw Materials,Employee,Others,Health,Procedure Not Followed,Mon,January,Road Incident,Group Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Followed,Wed,January,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Health,Procedure Not Adequate,Fri,January,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Condition,Process Safety,Behaviour,SINF,Topic 4,Low,Medical case
Engineering & Project,Contractor,Errection & Commissioning,Barricading,Procedure Not Followed,Sun,January,Hydraulic/Pneumatic,Group Working,Not Applicable,Unsafe Condition,Orderliness,Behaviour,SANF,Topic 9,Low,First Aid
Raw Materials,Employee,Others,Not Maintained,Procedure Not Followed,Tue,January,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Excavation,Behaviour,SANF,Topic 4,Low,First Aid
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Sat,February,Occupational Illness,Group Working,M/C Working,Unsafe Act & Unsafe Condition,Mines Safety,Behaviour,SINF,Topic 8,Medium,First Aid
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Sat,February,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Mines Safety,Procedure Not Adequate,Tue,February,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Barricading,Process,SAF,Topic 8,Low,First Aid
Raw Materials,Employee,Maintenance,Uneasiness,Procedure Not Followed,Thu,February,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Confine Space,Behaviour,SINF,Topic 9,Low,LTI
Raw Materials,Employee,Others,Health,Procedure Not Followed,Mon,March,Material Handling,Group Working,M/C Working,Unsafe Act,Mines Safety,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Health,Procedure Not Followed,Mon,March,Road Incident,Group Working,M/C Working,Unsafe Act,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Health,Procedure Not Followed,Wed,March,Road Incident,Group Working,Not Applicable,Unsafe Condition,Others,Behaviour,SNR,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Health,Procedure Not Followed,Wed,March,Material Handling,Group Working,Not Applicable,Unsafe Condition,Others,Behaviour,SNR,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Barricading,Procedure Not Adequate,Mon,March,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Mines Safety,Behaviour,SINF,Topic 4,Low,Medical case
Raw Materials,Employee,Others,Mines Safety,Procedure Not Followed,Thu,March,Process Incidents,Single Working,M/C Idle,Unsafe Act,Mines Safety,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Mines Safety,Procedure Not Followed,Thu,March,Material Handling,Single Working,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Shared Services,Employee,Maintenance,Workplace Safety,Procedure Not Existing,Sat,April,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Raw Materials,Employee,Others,Not Followed,Procedure Not Adequate,Tue,April,Road Incident,Group Working,Not Applicable,Unsafe Act,Workplace Safety,Behaviour,SINF,Topic 8,High,First Aid
Raw Materials,Employee,Others,Health,Procedure Not Followed,Sat,April,Process Incidents,Group Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Eyes & Face,Procedure Not Followed,Thu,April,Road Incident,Group Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Maintenance,Electrical Safety,Procedure Not Followed,Mon,April,Process Incidents,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Others,Behaviour,SNR,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Not Understood,Procedure Not Adequate,Tue,May,Material Handling,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SNR,Topic 8,High,First Aid
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Fri,May,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Maintenance,Orderliness,Procedure Not Followed,Sun,May,Road Incident,Group Working,M/C Working,Unsafe Act,Excavation,Process,SANF,Topic 7,Low,First Aid
Others,Contractor,Construction,Road Safety,Procedure Not Followed,Sat,June,Process Incidents,Single Working,Not Applicable,Unsafe Condition,Confine Space,Behaviour,SAF,Topic 1,High,LTI
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Fri,June,Material Handling,Group Working,M/C Idle,Unsafe Act,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Not Maintained,Procedure Not Followed,Tue,July,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Act,Orderliness,Behaviour,SINF,Topic 9,Low,First Aid
Raw Materials,Employee,Others,Others,Procedure Not Followed,Thu,July,Process Incidents,Group Working,Not Applicable,Unsafe Condition,Fire Safety,Behaviour,SANF,Topic 3,Low,First Aid
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Followed,Wed,July,Process Incidents,Group Working,M/C Working,Unsafe Act,Electrical Safety,Behaviour,SANF,Topic 4,Low,First Aid
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Tue,July,Process Incidents,Group Working,Not Applicable,Unsafe Condition,Barricading,Behaviour,SNNR,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Sat,August,Material Handling,Group Working,Not Applicable,Unsafe Act,Others,Behaviour,SIF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Mines Safety,Procedure Not Followed,Mon,August,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Mines Safety,Process,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Excavation,Procedure Not Followed,Thu,September,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act & Unsafe Condition,Mines Safety,Behaviour,SAF,Topic 8,Low,Medical case
Raw Materials,Contractor,Others,Not Maintained,Procedure Not Followed,Thu,September,Process Incidents,Single Working,M/C Working,Unsafe Act,Excavation,Behaviour,SANF,Topic 7,Low,First Aid
Raw Materials,Employee,Others,Not Followed,Procedure Not Followed,Thu,September,Process Incidents,Group Working,Not Applicable,Unsafe Act,Excavation,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Followed,Thu,October,Process Incidents,Group Working,Not Applicable,Unsafe Condition,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Shared Services,Employee,Maintenance,Electrical Safety,Procedure Not Existing,Tue,October,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Contractor,Others,Material Handling,Procedure Not Followed,Mon,October,Dashing/Collision,Group Working,M/C Working,Unsafe Act,Others,Process,SINF,Topic 5,Low,Medical case
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Followed,Thu,October,Equipment Machinery Damage,Group Working,Not Applicable,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Raw Materials,Employee,Others,Material Handling,Procedure Not Followed,Mon,November,Material Handling,Group Working,M/C Working,Unsafe Condition,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Engineering & Project,Contractor,Others,Others,Procedure Not Followed,Mon,January,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Workplace Safety,Behaviour,SIF,Topic 9,High,Medical case
Engineering & Project,Contractor,Construction,Orderliness,Procedure Not Followed,Thu,January,Process Incidents,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SIF,Topic 1,High,Medical case
Engineering & Project,Contractor,Construction,Barricading,Procedure Not Followed,Thu,January,Material Handling,Group Working,M/C Idle,Unsafe Act,Workplace Safety,Behaviour,SAF,Topic 1,Low,Medical case
Raw Materials,Employee,Others,Others,Procedure Not Followed,Mon,January,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Condition,Mines Safety,Behaviour,SAF,Topic 6,Medium,Medical case
Engineering & Project,Contractor,Construction,Handrail,Procedure Not Followed,Wed,January,Road Incident,Group Working,Not Applicable,Unsafe Condition,Workplace Safety,Behaviour,SNNR,Topic 7,Low,First Aid
Engineering & Project,Contractor,Construction,Workplace Safety,Procedure Not Followed,Sat,February,Gas Leakage,Single Working,M/C Working,Unsafe Act,Others,Behaviour,SAF,Topic 1,High,First Aid
Engineering & Project,Contractor,Others,Handrail,Procedure Not Followed,Fri,March,Medical Ailment,Group Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SNR,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Maintenance,Not Followed,Procedure Not Followed,Sat,March,Road Incident,Group Working,M/C Working,Unsafe Act,Electrical Safety,Process,SANF,Topic 6,Low,First Aid
Engineering & Project,Contractor,Construction,Workplace Safety,Procedure Not Followed,Tue,March,Material Handling,Group Working,M/C Working,Unsafe Condition,Material Handling,Behaviour,SINF,Topic 1,Medium,LTI
Raw Materials,Contractor,Others,Not Maintained,Procedure Not Followed,Wed,April,Road Incident,Not Applicable,Not Applicable,Unsafe Act,Excavation,Process,SANF,Topic 6,Low,First Aid
Shared Services,Employee,Maintenance,Falling,Procedure Not Followed,Thu,May,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Act by Other,"Others,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Others,PPE,Procedure Not Adequate,Wed,May,Road Incident,Single Working,Not Applicable,Unsafe Act,Barricading,Behaviour,SAF,Topic 3,Low,First Aid
Engineering & Project,Contractor,Others,Others,Procedure Not Followed,Sat,June,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Others,Behaviour,SNNR,Topic 9,Low,First Aid
Shared Services,Employee,Others,Excavation,Procedure Not Followed,Wed,June,Material Handling,Single Working,Not Applicable,Unsafe Condition,Mines Safety,Behaviour,SANF,Topic 3,Low,Medical case
