Division,Observation.related.to,Day,Month,Primary.Cause,Working.Condition,Machine.Condition,Observation.Type,Safety.Standards,Incident.Type,SOP.Combined,Topic,Injury_risk,Injury Type
Raw Materials,Employee,Mon,January,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Condition,Mines Safety,Behaviour,SAF,Topic 6,Medium,Medical case
Engineering & Project,Contractor,Wed,January,Road Incident,Group Working,Not Applicable,Unsafe Condition,Work Permit System,Behaviour,SNNR,Topic 7,Low,First Aid
Engineering & Project,Contractor,Sat,February,Gas Leakage,Single Working,M/C Working,Unsafe Act,Others,Behaviour,SAF,Topic 1,High,First Aid
Engineering & Project,Contractor,Fri,March,Medical Ailment,Group Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SNR,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Sat,March,Road Incident,Group Working,M/C Working,Unsafe Act,Electrical Safety,Process,SANF,Topic 6,Low,First Aid
Engineering & Project,Contractor,Tue,March,Material Handling,Group Working,M/C Working,Unsafe Condition,Material Handling,Behaviour,SINF,Topic 1,Medium,LTI
Raw Materials,Contractor,Wed,April,Road Incident,Not Applicable,Not Applicable,Unsafe Act,Excavation,Process,SANF,Topic 6,Low,First Aid
Shared Services,Employee,Thu,May,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Act by Other,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Wed,May,Road Incident,Single Working,Not Applicable,Unsafe Act,Barricading,Behaviour,SAF,Topic 3,Low,First Aid
Engineering & Project,Contractor,Sat,June,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Others,Behaviour,SNNR,Topic 9,Low,First Aid
Shared Services,Employee,Wed,June,Material Handling,Single Working,Not Applicable,Unsafe Condition,Mines Safety,Behaviour,SANF,Topic 3,Low,Medical case
Others,Employee,Wed,August,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Raw Materials,Employee,Sat,September,Road Incident,Group Working,Not Applicable,Unsafe Condition,Tools & Equipment,Behaviour,SIF,Topic 2,Low,First Aid
Engineering & Project,Contractor,Tue,September,Material Handling,Group Working,Not Applicable,Unsafe Act,Work Permit System,Behaviour,SANF,Topic 4,Medium,First Aid
Raw Materials,Employee,Wed,September,Equipment Machinery Damage,Single Working,M/C Idle,Unsafe Condition,Tools & Equipment,Behaviour,SNR,Topic 5,Low,First Aid
Engineering & Project,Contractor,Wed,October,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Others,Behaviour,SNNR,Topic 6,High,First Aid
Raw Materials,Employee,Sat,October,Dashing/Collision,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Excavation,Process,SANF,Topic 7,Low,First Aid
Engineering & Project,Employee,Sun,November,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Confine Space,Behaviour,SAF,Topic 9,Low,First Aid
Shared Services,Employee,Sat,November,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SAF,Topic 3,Low,First Aid
Raw Materials,Employee,Sat,November,Road Incident,Single Working,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SINF,Topic 7,Low,First Aid
Steel Manufacturing,Employee,Tue,February,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Others,Behaviour,SNNR,Topic 9,Low,First Aid
Steel Manufacturing,Employee,Sun,March,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act by Other,Road Safety,Behaviour,SNR,Topic 3,Low,First Aid
Shared Services,Employee,Tue,March,Process Incidents,Single Working,Not Applicable,Unsafe Condition,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Contractor,Mon,April,Lifting Tools Tackles,Group Working,Not Applicable,Unsafe Act,Confine Space,Behaviour,SIF,Topic 9,Low,First Aid
Steel Manufacturing,Contractor,Fri,April,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SNR,Topic 9,Low,First Aid
Shared Services,Employee,Thu,May,Process Incidents,Group Working,Not Applicable,Unsafe Condition,Dismantling,Process,SNNR,Topic 1,Low,First Aid
 TQM & Steel Business ,Employee,Tue,May,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act by Other,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Medium,Medical case
 TQM & Steel Business ,Employee,Mon,May,Working at Height,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Barricading,Behaviour,SAF,Topic 3,Low,Medical case
Steel Manufacturing,Contractor,Fri,June,Road Incident,Group Working,M/C Idle,Unsafe Act,Material Handling,Process,SANF,Topic 7,Low,Medical case
Shared Services,Employee,Wed,June,Structural Integrity,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Contractor,Mon,July,Road Incident,Group Working,M/C Working,Unsafe Act,Others,Behaviour,SAF,Topic 7,Low,First Aid
Steel Manufacturing,Contractor,Fri,July,Road Incident,Group Working,M/C Idle,Unsafe Act,Process Safety,Behaviour,SINF,Topic 7,Low,First Aid
 TQM & Steel Business ,Employee,Mon,July,Material Handling,Single Working,Not Applicable,Unsafe Condition,Gas Cutting & Welding,Behaviour,SNR,Topic 3,Low,Medical case
 TQM & Steel Business ,Employee,Sat,July,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,PPE,Behaviour,SIF,Topic 3,Low,Medical case
 TQM & Steel Business ,Employee,Sun,July,Dashing/Collision,Single Working,M/C Working,Unsafe Act,Material Handling,Behaviour,SANF,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Fri,August,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Working at Height,Behaviour,SANF,Topic 7,Low,First Aid
Orissa Projects,Contractor,Thu,August,Material Handling,Single Working,M/C Working,Unsafe Act,Work Permit System,Process,SANF,Topic 7,Medium,Medical case
Steel Manufacturing,Employee,Thu,August,Process Incidents,Single Working,M/C Working,Unsafe Act by Other,Excavation,Behaviour,SINF,Topic 9,Low,First Aid
 TQM & Steel Business ,Employee,Sun,August,Lifting Tools Tackles,Single Working,M/C Idle,Unsafe Act,Tools & Equipment,Behaviour,SANF,Topic 6,Low,First Aid
Shared Services,Employee,Sat,September,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Condition,Process Safety,Behaviour,SANF,Topic 8,Low,First Aid
Shared Services,Contractor,Fri,September,Road Incident,Group Working,M/C Working,Unsafe Act,Material Handling,Behaviour,SANF,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Thu,September,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Material Handling,Behaviour,SAF,Topic 7,Low,First Aid
 TQM & Steel Business ,Employee,Fri,September,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Electrical Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Corporate Services,Employee,Mon,September,Process Incidents,Not Applicable,Not Applicable,Unsafe Act by Other,Mines Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Shared Services,Employee,Mon,September,Material Handling,Single Working,M/C Working,Unsafe Condition,Dismantling,Behaviour,SANF,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Sun,October,Fire/Explosion,Single Working,M/C Idle,Unsafe Condition,Others,Behaviour,SAF,Topic 2,Low,First Aid
Others,Employee,Sat,October,Dashing/Collision,Single Working,M/C Idle,Unsafe Act,Orderliness,Behaviour,SANF,Topic 8,Low,First Aid
Steel Manufacturing,Contractor,Tue,October,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SAF,Topic 7,Low,First Aid
Steel Manufacturing,Contractor,Mon,October,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Material Handling,Behaviour,SANF,Topic 9,Low,First Aid
Shared Services,Employee,Mon,October,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Others,Behaviour,SAF,Topic 3,High,Medical case
Steel Manufacturing,Employee,Sat,November,Material Handling,Single Working,M/C Working,Unsafe Condition,Dismantling,Behaviour,SANF,Topic 9,Low,First Aid
Shared Services,Employee,Tue,November,Working at Height,Single Working,M/C Working,Unsafe Act,Excavation,Behaviour,SANF,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Mon,November,Process Incidents,Single Working,Not Applicable,Unsafe Act,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Medium,Medical case
Steel Manufacturing,Employee,Thu,November,Material Handling,Single Working,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,High,Medical case
Steel Manufacturing,Employee,Thu,November,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,PPE,Behaviour,SNNR,Topic 9,Low,Medical case
Steel Manufacturing,Employee,Sun,December,Road Incident,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Others,Process,SAF,Topic 7,Medium,First Aid
Steel Manufacturing,Contractor,Fri,December,Material Handling,Group Working,M/C Idle,Unsafe Act,Material Handling,Behaviour,SINF,Topic 2,Low,First Aid
Steel Manufacturing,Employee,Wed,December,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Act,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Contractor,Thu,December,Process Incidents,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SINF,Topic 8,Low,First Aid
Steel Manufacturing,Contractor,Sat,December,Process Incidents,Single Working,Not Applicable,Unsafe Act,Confine Space,Behaviour,SNNR,Topic 9,Low,First Aid
Corporate Services,Employee,Fri,January,Dashing/Collision,Single Working,M/C Working,Unsafe Act,Orderliness,Process,SNNR,Topic 2,Low,First Aid
Corporate Services,Employee,Fri,January,Skidding,Single Working,M/C Working,Unsafe Condition,Excavation,Behaviour,SIF,Topic 2,Low,First Aid
Shared Services,Contractor,Tue,January,Dashing/Collision,Group Working,M/C Idle,Unsafe Condition,Gas Cutting & Welding,Process,SINF,Topic 6,Low,First Aid
Steel Manufacturing,Employee,Mon,February,Process Incidents,Single Working,M/C Working,Unsafe Act,Material Handling,Behaviour,SANF,Topic 4,Low,First Aid
Corporate Services,Employee,Fri,February,Structural Integrity,Group Working,M/C Working,Unsafe Act,Excavation,Behaviour,SANF,Topic 2,Low,First Aid
Corporate Services,Employee,Tue,February,Toxic Chemicals,Single Working,M/C Working,Unsafe Act,Dismantling,Process,SANF,Topic 2,Low,First Aid
Corporate Services,Employee,Wed,February,Toxic Chemicals,Single Working,Not Applicable,Unsafe Act,PPE,Behaviour,SNR,Topic 2,Low,Medical case
Shared Services,Employee,Fri,February,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Dismantling,Behaviour,SANF,Topic 3,Low,First Aid
Shared Services,Employee,Sun,March,Derailment,Single Working,M/C Working,Unsafe Act by Other,Dismantling,Behaviour,SANF,Topic 3,Low,First Aid
Corporate Services,Employee,Sat,March,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Dismantling,Process,SANF,Topic 6,Low,First Aid
Shared Services,Contractor,Fri,March,Dashing/Collision,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Tools & Equipment,Behaviour,SINF,Topic 1,Low,First Aid
Corporate Services,Employee,Mon,March,Process Incidents,Single Working,Not Applicable,Unsafe Act,Dismantling,Behaviour,SANF,Topic 4,Low,First Aid
Corporate Services,Contractor,Sat,April,Process Incidents,Group Working,M/C Idle,Unsafe Condition,Tools & Equipment,Process,SINF,Topic 6,Low,First Aid
Corporate Services,Employee,Fri,June,Road Incident,Single Working,M/C Working,Unsafe Condition,Excavation,Behaviour,SANF,Topic 2,Low,First Aid
Corporate Services,Employee,Fri,June,Lifting Tools Tackles,Group Working,M/C Working,Unsafe Act & Unsafe Condition,Dismantling,Behaviour,SANF,Topic 2,Low,First Aid
Shared Services,Contractor,Thu,June,Fire/Explosion,Not Applicable,Not Applicable,Unsafe Act,Confine Space,Behaviour,SAF,Topic 9,Low,Medical case
Corporate Services,Employee,Mon,July,Medical Ailment,Single Working,M/C Working,Unsafe Condition,Dismantling,Process,SINF,Topic 2,Low,Medical case
Corporate Services,Employee,Mon,August,Medical Ailment,Group Working,Not Applicable,Unsafe Act,Dismantling,Behaviour,SANF,Topic 2,Low,First Aid
Shared Services,Employee,Sat,September,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Barricading,Behaviour,SAF,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Sun,October,Dashing/Collision,Single Working,Not Applicable,Unsafe Act,Tools & Equipment,Behaviour,SANF,Topic 1,High,First Aid
Corporate Services,Contractor,Thu,October,Gas Leakage,Single Working,M/C Working,Unsafe Act,Orderliness,Process,SINF,Topic 2,Low,First Aid
Shared Services,Contractor,Wed,November,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Condition,Dismantling,Behaviour,SINF,Topic 9,Low,Medical case
Corporate Services,Employee,Fri,November,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Condition,Tools & Equipment,Behaviour,SAF,Topic 2,Low,First Aid
Corporate Services,Contractor,Wed,November,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Dismantling,Process,SIF,Topic 6,Low,First Aid
Shared Services,Contractor,Fri,January,Process Incidents,Group Working,M/C Idle,Unsafe Act,Others,Behaviour,SAF,Topic 1,Low,First Aid
Shared Services,Employee,Wed,February,Road Incident,Group Working,Not Applicable,Unsafe Act,Confine Space,Behaviour,SIF,Topic 9,Low,Medical case
Shared Services,Employee,Fri,March,Process Incidents,Not Applicable,Not Applicable,Unsafe Act by Other,Barricading,Behaviour,SAF,Topic 3,Medium,Medical case
Raw Materials,Employee,Sat,March,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Material Handling,Behaviour,SNNR,Topic 6,Low,Medical case
Bearing Division,Employee,Sun,April,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Tools & Equipment,Process,SANF,Topic 7,Low,First Aid
Shared Services,Employee,Mon,May,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Condition,Tools & Equipment,Behaviour,SANF,Topic 6,High,First Aid
Shared Services,Employee,Sun,May,Material Handling,Group Working,M/C Idle,Unsafe Act by Other,"Positive Isolations,Process Safety",Process,SNNR,Topic 8,Low,First Aid
Steel Manufacturing,Contractor,Wed,May,Road Incident,Group Working,M/C Working,Unsafe Act & Unsafe Condition,Material Handling,Behaviour,SANF,Topic 8,High,Medical case
Shared Services,Employee,Wed,June,Energy Isolation,Single Working,M/C Working,Unsafe Act,Excavation,Behaviour,SANF,Topic 2,Low,First Aid
Steel Manufacturing,Employee,Wed,June,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Employee,Sat,June,Road Incident,Not Applicable,Not Applicable,Unsafe Act,Barricading,Behaviour,SAF,Topic 3,Low,Medical case
Engineering & Project,Employee,Sun,July,Run Over,Not Applicable,Not Applicable,Unsafe Act,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Employee,Mon,August,Material Handling,Not Applicable,Not Applicable,Unsafe Condition,PPE,Behaviour,SNR,Topic 3,Low,Medical case
Shared Services,Contractor,Tue,August,Lifting Tools Tackles,Single Working,Not Applicable,Unsafe Act,Work Permit System,Behaviour,SAF,Topic 2,High,First Aid
Shared Services,Employee,Wed,August,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Gas Cutting & Welding,Behaviour,SNR,Topic 3,Medium,Medical case
Shared Services,Employee,Wed,August,Process Incidents,Single Working,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Low,First Aid
Shared Services,Employee,Wed,September,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Dismantling,Behaviour,SANF,Topic 3,Low,First Aid
Steel Manufacturing,Employee,Mon,October,Medical Ailment,Single Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SANF,Topic 2,Low,First Aid
Bearing Division,Employee,Mon,November,Hydraulic/Pneumatic,Single Working,Not Applicable,Unsafe Act by Other,PPE,Behaviour,SNNR,Topic 3,Medium,Medical case
Engineering & Project,Contractor,Mon,February,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Condition,PPE,Behaviour,SNNR,Topic 9,Low,First Aid
Engineering & Project,Employee,Tue,February,Road Incident,Group Working,M/C Idle,Unsafe Condition,PPE,Behaviour,SIF,Topic 5,Low,First Aid
Engineering & Project,Employee,Wed,March,Material Handling,Group Working,M/C Idle,Unsafe Condition,Others,Behaviour,SANF,Topic 4,High,First Aid
Engineering & Project,Contractor,Sat,April,Process Incidents,Group Working,M/C Idle,Unsafe Condition,Others,Behaviour,SAF,Topic 7,Low,First Aid
Engineering & Project,Contractor,Tue,April,Material Handling,Group Working,Not Applicable,Unsafe Act,Excavation,Process,SNNR,Topic 9,Low,Medical case
Engineering & Project,Employee,Thu,May,Road Incident,Single Working,M/C Idle,Unsafe Act,PPE,Behaviour,SANF,Topic 3,Low,First Aid
Engineering & Project,Employee,Thu,May,Road Incident,Group Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SNNR,Topic 3,Low,First Aid
Engineering & Project,Contractor,Sat,May,Process Incidents,Single Working,Not Applicable,Unsafe Act,Barricading,Behaviour,SAF,Topic 1,Low,First Aid
Engineering & Project,Contractor,Thu,May,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SANF,Topic 4,Medium,Medical case
Engineering & Project,Employee,Sun,June,Material Handling,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Excavation,Behaviour,SANF,Topic 3,Low,First Aid
Engineering & Project,Employee,Thu,June,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Fire Safety,Behaviour,SINF,Topic 5,Low,First Aid
Shared Services,Employee,Mon,July,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SNNR,Topic 3,High,First Aid
Engineering & Project,Employee,Wed,July,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Others,Behaviour,SIF,Topic 5,High,First Aid
Others,Employee,Fri,August,Road Incident,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SANF,Topic 3,Low,First Aid
Engineering & Project,Employee,Wed,August,Material Handling,Single Working,Not Applicable,Unsafe Condition,PPE,Behaviour,SIF,Topic 4,Low,First Aid
Engineering & Project,Employee,Mon,August,Road Incident,Not Applicable,Not Applicable,Unsafe Act,Others,Process,SNNR,Topic 9,Low,Medical case
Engineering & Project,Employee,Mon,August,Material Handling,Not Applicable,Not Applicable,Unsafe Condition,Others,Behaviour,SNNR,Topic 4,Low,First Aid
Engineering & Project,Employee,Thu,August,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Dismantling,Behaviour,SIF,Topic 2,Low,First Aid
